Partner Name,Partner External ID,Partner Type,Partner Approval Status,Category,Partner Head Quarters Address,Partner Contact- Name,Partner Contact-  Email,Partner Contact-Work Phone,Partner Contact- Title,Supply Chain Mapping Required,BCP Required,Conflict Minerals Required,Corporate Social Responsibility Required,Capacity Risk Survey Required,Change Notification Required,Financial Risk 1: Credit Risk Score,Financial Risk 2: Health Risk Score,Financial Risk 3: Debt Rating Score,Financial Risk 4:  Z Risk Score,Partner Custom Defined Risk Score (1),Partner Custom Defined Risk Score (2),Partner Custom Defined Risk Score (3),Partner Custom Defined Risk Score (4),Partner Custom Defined Risk Score (5),Name of Escalation Manager (1),Name of Escalation Manager (2),Name of Escalation Manager (3),Partner Emergency Contact- Name,Partner Emergency Contact- Email,Partner Emergency Contact- Work Phone,Partner DUNS Number,Tier Level,Higher Tier Partner
suresh,pExternalD5,3PL/LC,Approved,Category5,HQ Address,suresh,suresh@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,5.0,,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,suresh,suresh@resilinc.com,7896758901.0,98767887634.0,1.0,
reddy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,reddy,reddy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,reddy,reddy@resilinc.com,7896758901.0,98767887634.0,1.0,
srinivas,pExternalD5,3PL/LC,Approved,Category5,HQ Address,srinivas,srinivas@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,1.0,16.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,srinivas,srinivas@resilinc.com,7896758901.0,98767887634.0,1.0,
suresh reddy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sureshreddy,sureshreddy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,1.0,2.0,,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sureshreddy,sureshreddy@resilinc.com,7896758901.0,98767887634.0,1.0,
ramana,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,ramana@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramana,ramana@resilinc.com,7896758901.0,98767887634.0,1.0,
swamy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,swamy,swamy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,5.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,swamy,swamy@resilinc.com,7896758901.0,98767887634.0,1.0,
abhi,pExternalD5,3PL/LC,Approved,Category5,HQ Address,abhi,abhi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,1.0,2.0,3.0,12.0,2.0,4.0,NIEM5,NIEM5,NIEM5,abhi,suresh@resilinc.com,7896758901.0,98767887634.0,1.0,
sanil,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,sanil@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,2.0,0.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sanil,sanil@resilinc.com,7896758901.0,98767887634.0,1.0,
srinu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,srinu,srinu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,8.0,3.0,3.0,13.0,4.0,NIEM5,NIEM5,NIEM5,srinu,srinu@resilinc.com,7896758901.0,98767887634.0,1.0,
bala,pExternalD5,3PL/LC,Approved,Category5,HQ Address,bala,bala@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,9.0,3.0,3.0,11.0,4.0,NIEM5,NIEM5,NIEM5,bala,bala@resilinc.com,7896758901.0,98767887634.0,1.0,
charki,pExternalD5,3PL/LC,Approved,Category5,HQ Address,charki,charki@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,3.0,3.0,12.0,4.0,NIEM5,NIEM5,NIEM5,charki,charki@resilinc.com,7896758901.0,98767887634.0,1.0,
sunny,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sunny,sunny@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,14.0,NIEM5,NIEM5,NIEM5,sunny,sunny@resilinc.com,7896758901.0,98767887634.0,1.0,
swamy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,swamy,swamy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,5.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,swamy,swamy@resilinc.com,7896758901.0,98767887634.0,1.0,
ramana,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,ramana@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,,NIEM5,NIEM5,NIEM5,ramana,ramana@resilinc.com,7896758901.0,98767887634.0,1.0,
babu,pExternalD5,rrrrrrr,Approved,Category5,HQ Address,babu,babu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,babu,babu@resilinc.com,7896758901.0,98767887634.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi kumar,PExternalID1,Component Supplier,Approved,Category1,HQ Address,sagar,Sagar.test11@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,ravi,ganesh8@resilinc.com,7896784561.0,9876543210.0,1.0,
,PExternalID2,3PL/LC,Approved,Category2,HQ Address,ramki,ramki@resilinc.com,9989786743.0,Title2,yes,Yes,Yes,Yes,Yes,Yes,2.0,6.0,4.0,7.0,6.0,2.0,5.0,1.0,2.0,N1EM2,N2EM2,N3EM2,ambeersh,ambreesh@resilinc.com,7896784561.0,9876543210.0,1.0,
harikumar,pExternalD3,Distributor,Approved,Category3,HQ Address,sravan,sravan@resilinc.com,8974563421.0,Title3,yes,yes,yes,yes,yes,yes,4.0,8.0,3.0,7.0,5.0,1.0,5.0,3.0,2.0,N!EM3,NIEM3,NIEM3,yugadhar,yugadhar@resilinc.com,7896784561.0,7895431283.0,1.0,
harikumar,pExternalD4,DIstributor,Approved,Category4,HQ Address,govardhan,govardhan@resilinc.com,,Title4,yes,yes,yes,yes,yes,yes,3.0,2.0,4.0,9.0,5.0,1.0,8.0,7.0,9.0,NIEM4,NIEM4,NIEM4,deva,deva12@resilinc.com,7890678450.0,9876543354.0,1.0,
revanth,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruya,sruya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
prasad,pExternalD6,Distributor,Approved,Category6,HQ Address,anand,anand#resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,hemanth,hemanth@resilinc.com,7890567489.0,8977896780.0,1.0,
mahesh,pExternalD5,3PL/LC,Approved,Category5,HQ Address,rashmi,,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,yugi,yugi@resilinc.com,7896758901.0,98767887634.0,1.0,
gopal,pExternalD6,Distributor,Approved,Category6,HQ Address,rekha,rekha@resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,,govind@resilinc.com,7890567489.0,8977896780.0,1.0,
prajwal,pExternalD6,Distributor,Approved,Category6,HQ Address,varsha,varsha@resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,raghu,,7890567489.0,8977896780.0,1.0,
kumar,PExternalID1,Component Supplier,Approved,Category1,HQ Address1,,Sagar.test11@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,gani,gani@resilinc.com,7896784561.0,9876543210.0,1.0,
komali,PExternalID1,Component Supplier,Approved,Category2,HQ Address2,sandip,sandeep@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,hema,hema@resilinc.com,7896784561.0,9876543210.0,1.0,
preethi,PExternalID1,Component Supplier,Approved,Category3,HQ Address3,sandy,sandy@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,hemai,hemai@resilinc.com,7896784561.0,9876543210.0,1.0,
preethi,PExternalID1,Component Supplier,Approved,Category3,HQ Address3,sandy,sandy@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,yudf,hemai#resilinc.com,7896784561.0,9876543210.0,1.0,
mahesh babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruthi,sruthi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
chirta,pExternalD5,3PL/LC,Approved,Category5,HQ Address,chirta,chirta@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,11.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,chirta,chirta@resilinc.com,7896758901.0,98767887634.0,1.0,
megha,pExternalD5,3PL/LC,Approved,Category5,HQ Address,megha,megha@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,megha,megha@resilinc.com,7896758901.0,98767887634.0,1.0,
pooja,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruya,pooja@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,12.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,pooja,pooja@resilinc.com,7896758901.0,98767887634.0,1.0,
navya,pExternalD5,3PL/LC,Approved,Category5,HQ Address,navya,navya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,12.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,navya,navya@resilinc.com,7896758901.0,98767887634.0,1.0,
sunny,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sunny,sunny@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sunny,sunny@resilinc.com,7896758901.0,98767887634.0,1.0,
kamal,pExternalD5,3PL/LC,Approved,Category5,HQ Address,kamal,kamal@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,rocky,rocky@resilinc.com,7896758901.0,98767887634.0,1.0,
pooja,pExternalD5,,Approved,Category5,HQ Address,sruya,pooja@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,13.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,pooja,pooja@resilinc.com,7896758901.0,98767887634.0,1.0,
navya,pExternalD5,3PL/LC,Approved,Category5,HQ Address,navya,navya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,navya,navya@resilinc.com,7896758901.0,98767887634.0,1.0,
mahesh babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruthi,sruthi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,babu,babu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,babu,babu@resilinc.com,7896758901.0,98767887634.0,1.0,
sami,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sami,sami@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,2.0,7.0,4.0,15.0,7.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sami,sami@resilinc.com,7896758901.0,98767887634.0,1.0,
swathi,pExternalD5,3PL/LC,Approved,Category5,HQ Address,swathi,swathi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,6.0,0.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,swathi,swathi@resilinc.com,7896758901.0,98767887634.0,1.0,
satish,pExternalD5,3PL/LC,Approved,Category5,HQ Address,satish,satish@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,2.0,13.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,satish,satish@resilinc.com,7896758901.0,98767887634.0,1.0,
suresh,pExternalD5,3PL/LC,Approved,Category5,HQ Address,suresh,suresh@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,5.0,,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,suresh,suresh@resilinc.com,7896758901.0,98767887634.0,1.0,
reddy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,reddy,reddy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,reddy,reddy@resilinc.com,7896758901.0,98767887634.0,1.0,
srinivas,pExternalD5,3PL/LC,Approved,Category5,HQ Address,srinivas,srinivas@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,1.0,16.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,srinivas,srinivas@resilinc.com,7896758901.0,98767887634.0,1.0,
suresh reddy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sureshreddy,sureshreddy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,1.0,2.0,,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sureshreddy,sureshreddy@resilinc.com,7896758901.0,98767887634.0,1.0,
ramana,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,ramana@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramana,ramana@resilinc.com,7896758901.0,98767887634.0,1.0,
swamy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,swamy,swamy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,5.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,swamy,swamy@resilinc.com,7896758901.0,98767887634.0,1.0,
abhi,pExternalD5,3PL/LC,Approved,Category5,HQ Address,abhi,abhi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,1.0,2.0,3.0,12.0,2.0,4.0,NIEM5,NIEM5,NIEM5,abhi,suresh@resilinc.com,7896758901.0,98767887634.0,1.0,
sanil,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,sanil@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,2.0,0.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sanil,sanil@resilinc.com,7896758901.0,98767887634.0,1.0,
srinu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,srinu,srinu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,8.0,3.0,3.0,13.0,4.0,NIEM5,NIEM5,NIEM5,srinu,srinu@resilinc.com,7896758901.0,98767887634.0,1.0,
bala,pExternalD5,3PL/LC,Approved,Category5,HQ Address,bala,bala@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,9.0,3.0,3.0,11.0,4.0,NIEM5,NIEM5,NIEM5,bala,bala@resilinc.com,7896758901.0,98767887634.0,1.0,
charki,pExternalD5,3PL/LC,Approved,Category5,HQ Address,charki,charki@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,3.0,3.0,12.0,4.0,NIEM5,NIEM5,NIEM5,charki,charki@resilinc.com,7896758901.0,98767887634.0,1.0,
sunny,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sunny,sunny@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,14.0,NIEM5,NIEM5,NIEM5,sunny,sunny@resilinc.com,7896758901.0,98767887634.0,1.0,
swamy,pExternalD5,3PL/LC,Approved,Category5,HQ Address,swamy,swamy@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,6.0,5.0,5.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,swamy,swamy@resilinc.com,7896758901.0,98767887634.0,1.0,
ramana,pExternalD5,3PL/LC,Approved,Category5,HQ Address,ramana,ramana@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,1.0,7.0,4.0,5.0,3.0,3.0,2.0,,NIEM5,NIEM5,NIEM5,ramana,ramana@resilinc.com,7896758901.0,98767887634.0,1.0,
babu,pExternalD5,rrrrrrr,Approved,Category5,HQ Address,babu,babu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,babu,babu@resilinc.com,7896758901.0,98767887634.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi kumar,PExternalID1,Component Supplier,Approved,Category1,HQ Address,sagar,Sagar.test11@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,ravi,ganesh8@resilinc.com,7896784561.0,9876543210.0,1.0,
,PExternalID2,3PL/LC,Approved,Category2,HQ Address,ramki,ramki@resilinc.com,9989786743.0,Title2,yes,Yes,Yes,Yes,Yes,Yes,2.0,6.0,4.0,7.0,6.0,2.0,5.0,1.0,2.0,N1EM2,N2EM2,N3EM2,ambeersh,ambreesh@resilinc.com,7896784561.0,9876543210.0,1.0,
harikumar,pExternalD3,Distributor,Approved,Category3,HQ Address,sravan,sravan@resilinc.com,8974563421.0,Title3,yes,yes,yes,yes,yes,yes,4.0,8.0,3.0,7.0,5.0,1.0,5.0,3.0,2.0,N!EM3,NIEM3,NIEM3,yugadhar,yugadhar@resilinc.com,7896784561.0,7895431283.0,1.0,
harikumar,pExternalD4,DIstributor,Approved,Category4,HQ Address,govardhan,govardhan@resilinc.com,,Title4,yes,yes,yes,yes,yes,yes,3.0,2.0,4.0,9.0,5.0,1.0,8.0,7.0,9.0,NIEM4,NIEM4,NIEM4,deva,deva12@resilinc.com,7890678450.0,9876543354.0,1.0,
revanth,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruya,sruya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
prasad,pExternalD6,Distributor,Approved,Category6,HQ Address,anand,anand#resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,hemanth,hemanth@resilinc.com,7890567489.0,8977896780.0,1.0,
mahesh,pExternalD5,3PL/LC,Approved,Category5,HQ Address,rashmi,,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,yugi,yugi@resilinc.com,7896758901.0,98767887634.0,1.0,
gopal,pExternalD6,Distributor,Approved,Category6,HQ Address,rekha,rekha@resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,,govind@resilinc.com,7890567489.0,8977896780.0,1.0,
prajwal,pExternalD6,Distributor,Approved,Category6,HQ Address,varsha,varsha@resilinc.com,7865643210.0,Title6,yes,yes,yes,yes,yes,yes,1.0,3.0,4.0,5.0,5.0,6.0,7.0,4.0,1.0,NIEM6,NIEM6,NIEM6,raghu,,7890567489.0,8977896780.0,1.0,
kumar,PExternalID1,Component Supplier,Approved,Category1,HQ Address1,,Sagar.test11@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,gani,gani@resilinc.com,7896784561.0,9876543210.0,1.0,
komali,PExternalID1,Component Supplier,Approved,Category2,HQ Address2,sandip,sandeep@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,hema,hema@resilinc.com,7896784561.0,9876543210.0,1.0,
preethi,PExternalID1,Component Supplier,Approved,Category3,HQ Address3,sandy,sandy@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,hemai,hemai@resilinc.com,7896784561.0,9876543210.0,1.0,
preethi,PExternalID1,Component Supplier,Approved,Category3,HQ Address3,sandy,sandy@resilinc.com,7895678452.0,Title1,Yes,yes,Yes,Yes,Yes,Yes,1.0,3.0,1.0,5.0,4.0,1.0,8.0,2.0,1.0,N1EM1,N2EM1,N3EM1,yudf,hemai#resilinc.com,7896784561.0,9876543210.0,1.0,
mahesh babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruthi,sruthi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
chirta,pExternalD5,3PL/LC,Approved,Category5,HQ Address,chirta,chirta@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,11.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,chirta,chirta@resilinc.com,7896758901.0,98767887634.0,1.0,
megha,pExternalD5,3PL/LC,Approved,Category5,HQ Address,megha,megha@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,megha,megha@resilinc.com,7896758901.0,98767887634.0,1.0,
pooja,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruya,pooja@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,12.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,pooja,pooja@resilinc.com,7896758901.0,98767887634.0,1.0,
navya,pExternalD5,3PL/LC,Approved,Category5,HQ Address,navya,navya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,12.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,navya,navya@resilinc.com,7896758901.0,98767887634.0,1.0,
sunny,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sunny,sunny@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sunny,sunny@resilinc.com,7896758901.0,98767887634.0,1.0,
kamal,pExternalD5,3PL/LC,Approved,Category5,HQ Address,kamal,kamal@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,rocky,rocky@resilinc.com,7896758901.0,98767887634.0,1.0,
pooja,pExternalD5,,Approved,Category5,HQ Address,sruya,pooja@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,13.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,pooja,pooja@resilinc.com,7896758901.0,98767887634.0,1.0,
navya,pExternalD5,3PL/LC,Approved,Category5,HQ Address,navya,navya@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,navya,navya@resilinc.com,7896758901.0,98767887634.0,1.0,
mahesh babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sruthi,sruthi@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,ramu,ramu@resilinc.com,7896758901.0,98767887634.0,1.0,
babu,pExternalD5,3PL/LC,Approved,Category5,HQ Address,babu,babu@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,1.0,6.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,babu,babu@resilinc.com,7896758901.0,98767887634.0,1.0,
sami,pExternalD5,3PL/LC,Approved,Category5,HQ Address,sami,sami@resilinc.com,9876542312.0,Title5,Yes,yes,yes,yes,yes,yes,2.0,7.0,4.0,15.0,7.0,3.0,3.0,2.0,4.0,NIEM5,NIEM5,NIEM5,sami,sami@resilinc.com,7896758901.0,98767887634.0,1.0,
